user,text
Susmita109,"@getsimpl Hi, Sir/Madam @amazonIN and @myntra, @Flipkart , @Snapdeal, @Meesho plz get pay later option. As Soon As Possible   #KeepItSimpl"
Susmita109,"@getsimpl Hi, Sir/Madam @amazonIN and @myntra, @Flipkart , @Snapdeal, @Meesho plz get pay later option. As Soon As Possible   #KeepItSimpl"
Snapdeal_Help,@satishk73846287 We'll be getting in touch with you shortly. Please grant us some time. Thanks! Sam
satishk73846287,"@Snapdeal_Help 6 days only update no solution 
As if i am living in some other planet.
@1kunalbahl @Flipkart… https://t.co/Kynsf2Wbqx"
Snapdeal_Help,@guddu874196 Glad to assist you :-) - Avi
Snapdeal_Help,"@satishk73846287 I know it’s taking time, but I just checked, it’s definitely being worked upon. Thanks, Sam"
guddu874196,I got the empty box from snapdeal then the company refunded it to me Very very thanks.
satishk73846287,"@Snapdeal_Help Plz sent me some update ...i am eagerly waiting for your respone...
Plz do the needful i will be hig… https://t.co/sMctUkLrOi"
pujaa45,"@darshansubbaia @amazonIN @myntra @getsimpl hi @amazonIN and @myntra, @Flipkart , @Snapdeal, @Meesho plz get pay la… https://t.co/WuvsLNBQPr"
pujaa45,"@RahulBabar15 @getsimpl @Uber_India @amazonIN @oyorooms hi @amazonIN and @myntra, @Flipkart , @Snapdeal, @Meesho pl… https://t.co/bGqYpsRQno"
pujaa45,"@tutonnag40 @getsimpl @Uber_India @amazonIN hi @amazonIN and @myntra, @Flipkart , @Snapdeal, @Meesho plz get pay la… https://t.co/GqwgRURNg0"
pujaa45,"@getsimpl hi @amazonIN and @myntra, @Flipkart , @Snapdeal, @Meesho plz get pay later option. As Soon As Possible   #KeepItSimpl"
Pradee089,"hi @amazonIN and @myntra, @Flipkart , @Snapdeal, @Meesho plz get pay later option  #KeepItSimpl"
Pradee089,"hey @amazonIN,@Flipkart, @Snapdeal, @Meesho, @Mantra @getsimpl?  #KeepItSimpl 
haaaaaaaave you met @getsimpl?  #KeepItSimpl"
Snapdeal_Help,@DeepaJh44633469 We always request everyone to never share their personal details publicly as our page is visible t… https://t.co/3UftjpH5r1
Snapdeal_Help,@DeepaJh44633469 Hi! We sincerely regret the experience you have been through. This should not have happened. I'll… https://t.co/89x5M4iH3m
DeepaJh44633469,@Snapdeal_Help @snapdeal suborder ID 53022482670 .pick was successfully completed by ekart delivery partner but cus… https://t.co/tKeMgKspXa
Snapdeal_Help,@satishk73846287 Hi! We value the importance of your concern. We'll get in touch with you soon regarding this. Thanks! Avi
satishk73846287,"@Snapdeal_Help @1kunalbahl 
Since last 6 days you are giving me the same excuse ...where and who is your concern te… https://t.co/Ac5kEGTzKD"
sanjay_kalirona,"Gizmore partners with #Snapdeal to launch #Slate, a women-centric #Smartwatch https://t.co/18EmvXv4YF"
Snapdeal_Help,@satishk73846287 Hi! Getting this checked with the concerned team and will update you. Thanks! Aditya
Sandipa48,"@getsimpl Trying to do shopping on Snapdeal, Flipkart, Amazon,Meesho  but sir can't. Please help me."
Snapdeal_Help,@Swarnwal Hi Swati! So sorry to disappoint you. Could you please share your contact details via Private Message? On… https://t.co/srRlsy2coD
Swarnwal,@Snapdeal_Help Disappointed with brands selling on your platform so already deleted the app. Bye!
DeepaJh44633469,@Snapdeal_Help Yes definitely please try to understand I want to return this item due to product quality and size issue
Snapdeal_Help,@DeepaJh44633469 We always request our customers to never share their personal details publicly as our page is visi… https://t.co/LbGnRxiu01
Snapdeal_Help,"@DeepaJh44633469 Hi! Very sorry for the inconvenience caused, we've noted down the order ID &amp; I'll get this checked… https://t.co/Qyzz1ta6zu"
DeepaJh44633469,@snapdeal @Snapdeal_Help this is my suborder ID 53043708359 I created a return request before 27 hours ago but stil… https://t.co/as1NG9Yfoo
Snapdeal_Help,"@Swarnwal Hi! So sorry to disappoint you, something seems off.  Please elaborate on what went wrong via “Private Me… https://t.co/6Eh9kPzfnl"
Snapdeal_Help,@AftafAli18 You're most welcome. Happy to help you :)
AftafAli18,Thankyou for resolving my issue @snapdeal  @Snapdeal_Help  very helpfull customer supports !
Snapdeal_Help,@TalibHchoudhary Hi Talib! Please do not respond to any Phone Call/Email/SMS claiming to offer rewards/lucky draw p… https://t.co/ZIunbjjMvB
TalibHchoudhary,"@snapdeal @Snapdeal_Help 
@SnapdealTech snapdeal's customer data is totally breached. I ordered few items from snap… https://t.co/CvmQlviH0j"
Swarnwal,"@flipkartsupport @Flipkart
@zomato @zomatocare
@MyntraSupport @myntra
@AJIOLife @reliancetrends
@snapdeal… https://t.co/LvETRDE2fQ"
Manish_G12,RT @gizmoreindia: Our women centric #smartwatch - #GizFit Slate is surely going places. Recently it got featured as #HotStuff in New Indian…
careerage,Assistant Manager - Talent Management - IT  Snapdeal 2-7 years https://t.co/FwvF0vZFNu
Snapdeal_Help,@jeet_singh1975 We always request our customers to never share their personal details publicly as our page is visib… https://t.co/CLXqScTinB
Snapdeal_Help,@jeet_singh1975 Apologies for the experience you have been through. This should not have happened. We'll get this c… https://t.co/ThxxZtUTOT
jeet_singh1975,"@Snapdeal_Help 
Your delivery person refuse to give my order after showing all supporting. 
Reason your system not… https://t.co/5Ta4cTdo17"
Snapdeal_Help,@jeet_singh1975 Hi! Trust you are doing good. Please let us know via private message if there is anything I can hel… https://t.co/y2UWW7Gqwe
Snapdeal_Help,@youngmoneyArun Hi! We tried contacting you but couldn't connect with you. Kindly share your alternate number via p… https://t.co/q1glsvk4vw
youngmoneyArun,@Snapdeal_Help Thanks looking forward for your call.
Snapdeal_Help,"@satishk73846287 Sir, we apologise for the delay. One of my colleague will connect with you shortly to share an update. Thanks, Parv"
Snapdeal_Help,@gkkalraa We'll be getting in touch with you shortly. Please grant us some time. Thanks! Sam
satishk73846287,"@Snapdeal_Help @1kunalbahl 
Approximately 24hrs?"
gkkalraa,"@Snapdeal_Help @arunair94 Still awaiting replies, callbacks, pickups @snapdeal @Snapdeal_Help you should get an awa… https://t.co/D2LAyS0P65"
Snapdeal_Help,@gkkalraa So sorry for the trouble. We will connect with you at the earliest and help you out. Thanks! Parv
Snapdeal_Help,"@satishk73846287 Hi, so sorry that this is taking time. But I just checked, it is definitely being worked on. Thank… https://t.co/aHQrylcMFj"
gkkalraa,"@Snapdeal_Help @HIMANSH72362256 Still awaiting callback &amp; you are not replying on ""private message"" either ORDER DE… https://t.co/q6qwwtIs2e"
satishk73846287,"@Snapdeal_Help @1kunalbahl 
Social media team of Snapdeal is very good at wasting time of customers ...i am having… https://t.co/yMOnFmTQ5X"
gkkalraa,@ancharajeetram @right_in2_two @Snapdeal_Help Same here waiting for 5 days now no response @delhivery stop running… https://t.co/oZnCBAF8Gg
Snapdeal_Help,@gkkalraa Hi! Sincere apologies for this experience. We're working to get this resolved on priority. Appreciate your patience. Thanks! Urvi
gkkalraa,@Snapdeal_Help @SamDave03922315 And yet customers like us are still awaiting callback https://t.co/sNnTePQeDl
gkkalraa,@ajaychauhan1557 @Snapdeal_Help @snapdeal @1kunalbahl @rohitkbansal And yet customers like us are still waiting for… https://t.co/MgqRmVsNtK
Snapdeal_Help,@satishk73846287 Hi! We understand that it has taken longer than expected. We're working on the issue and we'll hav… https://t.co/h6tNGpLVWk
gkkalraa,@ajaychauhan1557 @Snapdeal_Help @snapdeal @1kunalbahl @rohitkbansal And yet I'm being asked repeatedly to reschedul… https://t.co/8iGEoDHDbz
Snapdeal_Help,@gkkalraa Hi! We understand that it has taken longer than expected. We're working on the issue and we'll have this… https://t.co/apv9WAqazP
satishk73846287,"@Snapdeal_Help @1kunalbahl 
The best way to get irritated is to buy product from Snapdeal and after that ask help f… https://t.co/0zfhnq0y4Z"
gkkalraa,@Snapdeal_Help Yes @snapdeal @Snapdeal_Help yes your robot was quite fast enough to call back humans are still far… https://t.co/ghCA3rPgS2
Snapdeal_Help,@gkkalraa Please allow us some time. We will connect with you at the earliest and help you out. Thanks! Sam
gkkalraa,@Snapdeal_Help @snapdeal @delhivery @ConsumerReports @jagograhakjago @nch1915 @CustomerAwarens @aajtak @ABPNews… https://t.co/2ZDX3bSyib
Snapdeal_Help,@gkkalraa Hi! I've asked my team to connect with you. Please allow us some time. Thanks! Urvi
gkkalraa,"@Snapdeal_Help I'm on ""priority"" since 4 days. And these are latest messages, just 2 hours ago you people were ""ass… https://t.co/VXszZU46ru"
cool_bindra,RT @gizmoreindia: Our women centric #smartwatch - #GizFit Slate is surely going places. Recently it got featured as #HotStuff in New Indian…
Snapdeal_Help,@gkkalraa We certainly understand your concern &amp; we'll surely get in touch with you on this to ensure it is sorted… https://t.co/TWUyQzyY68
gkkalraa,@Snapdeal_Help @snapdeal @Snapdeal_Help @delhivery this call was supposed to happen YESTERDAY. it's been 24 hours &amp;… https://t.co/UBq10tff7t
gkkalraa,"@Snapdeal_Help This is your customer service when contacted via ""private message"" as per your suggestion. @snapdeal… https://t.co/dXJyTzzlIW"
Snapdeal_Help,"@gkkalraa We have arranged a call back from our respective team, please grant us some time. We really appreciate your patience. Thanks! Avi"
Snapdeal_Help,@gkkalraa Hi! We always request our customers to never share their personal details publicly as our page is visible… https://t.co/p8Qqq4ga3N
Snapdeal_Help,@gkkalraa Hi! We sincerely regret to know this. I've shared this with my team. We'll connect with you soon regarding this. Thanks! Avi
gkkalraa,And 1 image for the callback I NEVER RECEIVED @snapdeal @Snapdeal_Help @delhivery . I'll ask everyone NEVER to buy… https://t.co/js30j1oOO4
gkkalraa,Just 2 hours ago I'm told order will be picked up. And now pickup is unsuccessful as I've rescheduled? @delhivery… https://t.co/6r9FqgdoCs
satishk73846287,@Snapdeal_Help Why there two difference communication from side ....on telephone it is different and here on twitte… https://t.co/dXJw0oIZzP
Snapdeal_Help,@gkkalraa Hi! We are disappointed to know about your shopping experience with us. Please share your order details v… https://t.co/58SUqgMEyU
gkkalraa,@snapdeal @Snapdeal_Help I've been waiting for 4 days for my pickup to happen. Your @delhivery executive has made m… https://t.co/xw5MHcVoye
Snapdeal_Help,@satishk73846287 Please allow us sometime. We will connect with you at the earliest and help you out. Thanks! Urvi
SarojAlok88,@Snapdeal_Help Ekar logistics has replied me to contact Snapdeal. Ekart has confirmed me that refund has been made… https://t.co/YcYxs5UrKG
Snapdeal_Help,@SarojAlok88 Our team got in touch with you and updated you on this. Thanks! Sam
satishk73846287,@Snapdeal_Help I am still waiting ....as per u ...you told me 2 hrs
SarojAlok88,@Snapdeal_Help Please contact Ekart logistics and confirm from them about the tracking number which I am providing.… https://t.co/WH1BC2bEfC
pcquest,"Gizmore in partnership with #snapdeal to launch Slate, a women-centric #smartwatch.

Read more:… https://t.co/BWcYaxMUaM"
SST90,RT @gizmoreindia: Monitor your vital health parameters with #GizFit #Sonic #Fitness #Smartwatch with always on smart health analysis on wat…
gizmoreindia,Monitor your vital health parameters with #GizFit #Sonic #Fitness #Smartwatch with always on smart health analysis… https://t.co/jwbfkLmsQ0
BEHERUK,@AmazonHelp @AmazonNews_IN @AmazonHelp @amazonIN @Flipkart @flipkartsupport @snapdeal @jagograhakjago… https://t.co/3Tj1dyeNxi
sanjay_kalirona,RT @gizmoreindia: Our women centric #smartwatch - #GizFit Slate is surely going places. Recently it got featured as #HotStuff in New Indian…
satishk73846287,@Snapdeal_Help I highly appreciate your effort  that you arranged a call for me....but your team member again asked… https://t.co/AQxEWULHSF
Snapdeal_Help,@satishk73846287 Hi! Apologies for the delay in resolution. Our team is working on your complaint and will get this sorted soon. Thanks! Avi
satishk73846287,"@Snapdeal_Help @1kunalbahl 
Plz tell me ...from where you have learnt this technique to give excuses like this your… https://t.co/6DqjE9Vkpk"
Snapdeal_Help,"@satishk73846287 Hi! We have arranged a call back from our respective team, please grant us some time. We really ap… https://t.co/neHrjO2WPd"
satishk73846287,"@Snapdeal_Help @1kunalbahl 
Whatever  false execuses you have given me on phone ..plz write the same here ...i will… https://t.co/14Mvek6Wuj"
gizmoreindia,Our women centric #smartwatch - #GizFit Slate is surely going places. Recently it got featured as #HotStuff in New… https://t.co/MHzEzOigVY
satishk73846287,"@Snapdeal_Help @1kunalbahl 
Your team member has not given me update but he asked for more 24hrs as always ...what… https://t.co/9iSS5RMfHD"
Snapdeal_Help,"@satishk73846287 Hi! Our team got in touch with you and updated you on this. As discussed, kindly wait till the requested time. Thanks! Urvi"
satishk73846287,"@Snapdeal_Help What you are replying to me now u will check with the concern team ...where is your concern team ,i… https://t.co/o8Xz07aseg"
satishk73846287,@Snapdeal_Help Very smartly u ask for 24hrs time to plan for asking more 24hrs...u reply so politely on twitter tha… https://t.co/CK88HU09YX
Snapdeal_Help,@satishk73846287 Hi! Your concern has been escalated and you will be contacted by our team at the earliest. Thanks! Urvi
satishk73846287,@Snapdeal_Help This is how you deal with your customer ...my order cost is ony 180INR but it is very much important… https://t.co/otvdCSq8Mj
Snapdeal_Help,@satishk73846287 We value the importance of your concern. Our team is working on your concern and will update you s… https://t.co/nB1wZdYdiT
satishk73846287,@Snapdeal_Help In our country everywhere we have electricity facility ...i already told you i am suffering from eye… https://t.co/Vsdq7Pe2J0
satishk73846287,@Snapdeal_Help You said my delivery address is out of the reach of delivery person ...what you think i live on diff… https://t.co/dbzPZJEBeD
Snapdeal_Help,@satishk73846287 Getting this checked with the concerned team and will update you. Thanks! Aditya
satishk73846287,@Snapdeal_Help You don't understand anything ...you only understand how to fool your customers and do time pass...p… https://t.co/JfnINzsJTk
Snapdeal_Help,"@satishk73846287 Hi! We certainly understand your disappointment. We're closely following up on this, please wait t… https://t.co/zHcpt99v8e"
satishk73846287,"@Snapdeal_Help Dear
Your social media team is calling me everyday andasking for 24hrs time  and doing nothing you a… https://t.co/TSdaBVfVqr"
satishk73846287,"@Snapdeal_Help Dear Snapdeal
Who taught you to give excuses and make the customer fool.everyday you are calling me… https://t.co/mUCDVPUHD4"
LexOrbisIP,Online domain disputes involving #ecommerce platforms are on the rise. Manisha Singh &amp; Anirudh Arora discuss… https://t.co/OPtoSTvn89
Akhiles56093848,"RT @BestDealsIndia2: Snapdeal : Home &amp; Kitchen LOOT 

Compact Manual Handy Chopper - 750ml @ 229
https://t.co/ksWJa1nsYo

2-in-1 Vegetable…"
Snapdeal_Help,@babydogerhere Hi! Sorry about that. We're here to help you. Request you to share the order ID by clicking on the b… https://t.co/G2xr70Fjp7
babydogerhere,@Snapdeal_Help worst delivery service.Item has reached the destination 4 days back.but not being delivered. today i… https://t.co/C7XhEkJaBf
snapdeal,"Ye saathi #Fashion ka, tum chun lo 🥰 Head to #Snapdeal and shop on #ToofaniSale now! 

#Fashion #Deals #MustHave… https://t.co/axTepKiUd9"
mohammad_amigos,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ritesh87undale,"Dear @Flipkart @_Kalyan_K @WalmartInc compared to sale, the prices of the product are less during normal days....… https://t.co/W1DJpfmbq1"
KiranGhoshIN,Combo Offer Closes Soon: https://t.co/7fKQRUfvdn Check out 🎥 https://t.co/Ug049jwYwJ
Snapdeal_Help,@Jitukhalsa Hi! We always request our customers to never share their personal details publicly as our page is visib… https://t.co/sIMAJiX5TM
Snapdeal_Help,@Jitukhalsa Hi! As checked the order was cancelled and has been placed using cash on delivery mode. Do let us know… https://t.co/eHY2JvyeUP
cool_bindra,RT @4dollarwebsite: Gizmore partners with Snapdeal to launch first women-centric smartwatch ​The smartwatch comes with a silicone strap and…
Snapdeal_Help,@youngmoneyArun Hi! Our team will get in touch with you between 9 AM - 6 PM. Appreciate your patience. Thanks! Aditya
BikramChopra4,RT @Supriya93867625: @Snapdeal_Help What kind of service you are providing you have issue to take same product
youngmoneyArun,"@Snapdeal_Help Thanks, waiting and looking forward for a resolution"
Snapdeal_Help,@dharmesh231987 Glad to hear from you!
dharmesh231987,"@Snapdeal_Help @snapdeal 
REFUND RECEIVED. ISSUE RESOLVED."
NewsKrishnagiri,"Guess MLA &amp; MP r selling in @amazonIN @Flipkart @snapdeal @JioMart

Who will be the buyer !!

Presenting you the… https://t.co/iSogaXWG6J"
gizmoreindia,RT @4dollarwebsite: Gizmore partners with Snapdeal to launch first women-centric smartwatch ​The smartwatch comes with a silicone strap and…
gizmoreindia,RT @TodayBangalore: Gizmore partners with Snapdeal to launch first women-centric smartwatch – Times of India https://t.co/7RGg5qycIx
gizmoreindia,RT @allplacesmap: Gizmore companions with Snapdeal to launch first women-centric smartwatch – All Places Map https://t.co/r1OnWe6yJH #news…
gizmoreindia,RT @originalrathor: Gizmore partners with Snapdeal to launch first women-centric smartwatch – Times of India https://t.co/22xDWHGi8H
gizmoreindia,RT @techtoday468: Gizmore partners with Snapdeal to launch first women-centric smartwatch https://t.co/pDAA5s5Tlu
gizmoreindia,"RT @neel5: New post: Gizmore partners with Snapdeal to launch Slate, Made In India https://t.co/HM40GMzWJi #businessnews #businessnewsthisw…"
gizmoreindia,"RT @samikshajain19: Gizmore and Snapdeal Partner To Launch Slate, Made In India Women-centric Smartwatch https://t.co/JQClqXgUK1 https://t.…"
gizmoreindia,RT @FNW_IN: Gizmore partners with Snapdeal to boost sales of its smartwatch Slate https://t.co/6ZF09xK9J4 https://t.co/g0Z0kV0TbP
gizmoreindia,RT @HUNTDAILYNEWS1: Gizmore companions with Snapdeal to release first women-centric smartwatch https://t.co/PchJNab8Ol
gizmoreindia,RT @WorldDailyNB: Gizmore partners with Snapdeal to launch first women-centric smartwatch – Times of India https://t.co/E5akbihjkr
gizmoreindia,RT @newsindia123: Gizmore partners with Snapdeal to launch first women-centric smartwatch https://t.co/kdOjO6AYfy
gizmoreindia,RT @Sortcutter: Gizmore partners with Snapdeal to launch first women-centric smartwatch https://t.co/9w2rip10w6
Manish_G12,RT @newsindia123: Gizmore partners with Snapdeal to launch first women-centric smartwatch https://t.co/kdOjO6AYfy
Manish_G12,RT @HUNTDAILYNEWS1: Gizmore companions with Snapdeal to release first women-centric smartwatch https://t.co/PchJNab8Ol
Manish_G12,RT @WorldDailyNB: Gizmore partners with Snapdeal to launch first women-centric smartwatch – Times of India https://t.co/E5akbihjkr
Snapdeal_Help,"@din1058 Hi! Apologies for this experience, please reach out to us via Private Message to share your details &amp; we'l… https://t.co/w08uaGH7Bp"
din1058,@snapdeal @Snapdeal_Help Too bad product.with no response no support 😡😡😡
sanjay_kalirona,RT @Sortcutter: Gizmore partners with Snapdeal to launch first women-centric smartwatch https://t.co/9w2rip10w6
sanjay_kalirona,RT @newsindia123: Gizmore partners with Snapdeal to launch first women-centric smartwatch https://t.co/kdOjO6AYfy
sanjay_kalirona,RT @WorldDailyNB: Gizmore partners with Snapdeal to launch first women-centric smartwatch – Times of India https://t.co/E5akbihjkr
sanjay_kalirona,RT @HUNTDAILYNEWS1: Gizmore companions with Snapdeal to release first women-centric smartwatch https://t.co/PchJNab8Ol
sanjay_kalirona,RT @FNW_IN: Gizmore partners with Snapdeal to boost sales of its smartwatch Slate https://t.co/6ZF09xK9J4 https://t.co/g0Z0kV0TbP
sanjay_kalirona,"RT @samikshajain19: Gizmore and Snapdeal Partner To Launch Slate, Made In India Women-centric Smartwatch https://t.co/JQClqXgUK1 https://t.…"
Snapdeal_Help,@NSisodiya86 Really sorry for the unpleasant experience. This shouldn't have happened. We'll ensure that this is taken care of. Thanks! Sam
NSisodiya86,@Snapdeal_Help I hope your customer care executive will talk to me won't disconnect the phone after saying that we… https://t.co/NMa7Esocvi
Snapdeal_Help,@NSisodiya86 Our team will get in touch with you tomorrow between 9 AM - 6 PM. Appreciate your patience. Thanks! Aditya
Manavpuri15,@flipkartsupport @Flipkart Knock knock!! Guys wake up from your sleep and address customer concerns. What is wrong… https://t.co/hX4krVAsH8
NSisodiya86,"@Snapdeal_Help There is nothing to hide or protect in this message. 

I will send DM if I will be sharing any personal information."
NSisodiya86,"@Snapdeal_Help @snapdeal @jagograhakjago 
Even #Snapdeal customer care is so intelligent that if you make a call ba… https://t.co/JOjzsMZCYy"
Snapdeal_Help,@NSisodiya86 We always request our customers to never share their personal details publicly as our page is visible… https://t.co/SmGtgt3de0
Snapdeal_Help,@NSisodiya86 Thank you for sharing the details with us. We'll connect with you soon regarding this. Thanks! Sia
NSisodiya86,"@Snapdeal_Help Here are the details!
@jagograhakjago @consaff https://t.co/56hdoixkBR"
Snapdeal_Help,@NSisodiya86 Hi! Sorry about that. We're here to help you. Request you to share the order ID by clicking on the bel… https://t.co/KYvRjJBfX3
NSisodiya86,"@Snapdeal_Help
@snapdeal 
So now #Snapdeal comes to that low to generate revenue that they are not refunding money.… https://t.co/FP5Jt2yhBc"
aaabuyIndia,"In this, you will be given Phones and Tablets at a very good price. Good deals from Amazon, Flipkart, Snapdeal will… https://t.co/kiTolkZ9nt"
Mysterydealz,"Snapdeal : Slim Sweat Belt Body Shaper - Free Size 

Rs. 159

https://t.co/Xu7DoJiZ5x"
offerdas,"Snapdeal : Slim Sweat Belt Body Shaper - Free Size @ 159

https://t.co/TdUXUaEXRm https://t.co/EWiSaiaRry"
Snapdeal_Help,@Consumerforum3 We'll be getting in touch with you shortly. Please grant us some time. Thanks! Sam
Mr_Tejender,RT @IToldYo24334792: @SecularTrainee I can not forgive DF because when entire India was slapping Aamir Khan by making websites and uninstal…
chingch67629481,RT @IToldYo24334792: @SecularTrainee I can not forgive DF because when entire India was slapping Aamir Khan by making websites and uninstal…
SecularTrainee,RT @IToldYo24334792: @SecularTrainee I can not forgive DF because when entire India was slapping Aamir Khan by making websites and uninstal…
IToldYo24334792,@SecularTrainee I can not forgive DF because when entire India was slapping Aamir Khan by making websites and unins… https://t.co/7zSewOR9B9
Snapdeal_Help,@vinod10031981 Glad to assist you. We'll share your feedback with our team and will ensure not to repeat it. Thanks! Sia
vinod10031981,"@Snapdeal_Help thanks to social media team and specially manish ,today my refund is processed.hope this would not happen again.thanks"
Consumerforum3,@nch1915 @Snapdeal_Help @Consumerforum3 @snapdeal @jagograhakjago (2/2) just 30 minutes back I have received a text… https://t.co/zxOEgvASZ2
Consumerforum3,"@Consumerforum3 @nch1915 @jagograhakjago @PIBConsumerFood @Snapdeal_Help @snapdeal how stupid can your team be, aft… https://t.co/32B2k7KhN0"
BestDealsIndia2,"RT @BestDealsIndia2: Snapdeal : Home &amp; Kitchen LOOT 

Compact Manual Handy Chopper - 750ml @ 229
https://t.co/ksWJa1nsYo

2-in-1 Vegetable…"
BestDealsIndia2,"RT @BestDealsIndia2: Pav Bhaji Masher + Whisker @ 189
https://t.co/soYG6WJ5Mn

Utility Knife 5 Pcs with Stand @ 299
https://t.co/2UIl251GnM…"
BestDealsIndia2,"Pav Bhaji Masher + Whisker @ 189
https://t.co/soYG6WJ5Mn

Utility Knife 5 Pcs with Stand @ 299… https://t.co/MHMEyNV7ig"
BestDealsIndia2,"Snapdeal : Home &amp; Kitchen LOOT 

Compact Manual Handy Chopper - 750ml @ 229
https://t.co/ksWJa1nsYo

2-in-1 Vegetab… https://t.co/sIQAcWduGS"
Snapdeal_Help,@youngmoneyArun We always request our customers to never share their personal details publicly as our page is visib… https://t.co/keffzUVkjm
Snapdeal_Help,@youngmoneyArun Hi! So sorry to disappoint you. I’ve shared this with my team. We'll connect with you soon regarding this. Thanks! Sia
youngmoneyArun,"@Snapdeal_Help placed a prepaid order on 20 june, order was mrkd as dliverd on 27th by courier bt Wasn't delivered… https://t.co/OSSvWviXQZ"
BestDealsIndia2,"RT @BestDealsIndia2: Snapdeal : Naturalleaf Charcoal - Tooth Powder Toothpaste 50 gm @ 159

https://t.co/5QRbZvDX3q https://t.co/MLBujC95jv"
BestDealsIndia2,"Snapdeal : Naturalleaf Charcoal - Tooth Powder Toothpaste 50 gm @ 159

https://t.co/5QRbZvDX3q https://t.co/MLBujC95jv"
tgdealsofficial,"Snapdeal : Naturalleaf Charcoal - Tooth Powder Toothpaste 50 gm at Rs.159

https://t.co/owLSvdn0xI"
offerdas,"Snapdeal : Naturalleaf Charcoal - Tooth Powder Toothpaste 50 gm @ 159

https://t.co/LDM1jYRN1m https://t.co/AobKFkrmSX"
Snapdeal_Help,"@satishk73846287 We've responded to you via “Private Message”, please check. Thanks! Sia"
Snapdeal_Help,@SnehalS66132699 Hi! We sincerely regret to know this. I've shared this with my team. We'll connect with you soon r… https://t.co/42xCBTaWMl
satishk73846287,@Snapdeal_Help Plz check your inbox
SnehalS66132699,@Snapdeal_Help 2 days since I have raised my return Pickup request. Received call from Snapdeal Customer care that… https://t.co/K3enl6cNsH
RohitTh78352431,@MobiKwik @SameerSachdeva4 @snapdeal My Money is debited from from bank but not credited in Wallet ..!
Snapdeal_Help,@satishk73846287 We tried contacting you but couldn't connect with you. Kindly share your alternate number via priv… https://t.co/lwSXXelePC
satishk73846287,"@Snapdeal_Help Dear Snapdeal
You replied that you are closing looking into my matter  and what you looked is that d… https://t.co/eLjUaz2GV4"
Snapdeal_Help,@Dipanka95927402 Glad to assist you. Thanks! Aditya
tio2dioxide,"@Dipanka95927402 @snapdeal Don't make advance online payment and always choose cod.
They will bound to come at your… https://t.co/UWoaSVXvRw"
offerdas,"Snapdeal : Home &amp; Kitchen LOOT 

Compact Manual Handy Chopper - 750ml @ 229
https://t.co/WWHnoznsYi

2-in-1 Vegetab… https://t.co/TksDmXovaE"
Snapdeal_Help,@amartinjohn Hi! We certainly understand your disappointment. We have arranged a call back from our respective team… https://t.co/4J1nRHIUy7
amartinjohn,@snapdeal @Snapdeal_Help @rohitkbansal @1kunalbahl i was promised that my issue will be resolved in 24 hours by Mr… https://t.co/JWk744PNDm
Snapdeal_Help,@Dipanka95927402 I've shared this with my team. We'll connect with you soon regarding this. Thanks! Aditya
Snapdeal_Help,"@Dipanka95927402 Hi! Kindly wait, your order is out for delivery and will be delivered soon. Thanks Urvi"
Dipanka95927402,@Snapdeal_Help Please help me
tgdealsofficial,"Snapdeal : Silicone Shower Bath Belt at Rs.145

https://t.co/h3OD8dviYp"
Snapdeal_Help,@Dipanka95927402 Hi! Sorry about that. We're here to help you. Request you to share the order ID by clicking on the… https://t.co/mhaLjXIAuo
offerdas,"Snapdeal : Double sided Tape - 3m ( Waterproof, Traceless, Removable, Washable &amp; Reusable Tape ) @ 159… https://t.co/0ckOdEy4c0"
offerdas,"Snapdeal : Flood Light by Tejas 50 Watts @ 179

https://t.co/Le92FZYVVk https://t.co/wBEZleCe7I"
Snapdeal_Help,@satishk73846287 We're closely following up on this and soon you'll hear an update on this. Thanks! Aditya
satishk73846287,@Snapdeal_Help I can see the update ...now the expected date of delivery is 5th july ...can you plz explain why
Navalslk0696,@Flipkart @flipkartsupport @snapdeal @myntra How poor is Flipkart's customer support? It's been 5 days since I got… https://t.co/ZpI0995LX4
BornCongresssii,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
MourinhoAfrica,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Sky9_8,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,"@satishk73846287 Hi! As conveyed to you over the call, please wait till the requested time. We are working on it an… https://t.co/99RaE0F07O"
satishk73846287,"@Snapdeal_Help Good morning Snapdeal,
Kindly let me know when i will get my parcel ...yesterday also you mentioned… https://t.co/HMqdGwpcQ8"
SinghHimself,"@Flipkart It has become like snapdeal. Order ID-OD125335008480515000. I booked my order, it was dispatched, left ba… https://t.co/KRD6ucMmn2"
_singhmanpreet,"@Flipkart Iam Starting to Hate Flipkart Now. After 4 years of shopping , Flipkart has reached status of snapdeal. F… https://t.co/zb1KZqEB7R"
