user,text
Snapdeal_Help,@DrFahimSayyad1 Hi! We certainly understand your disappointment. We're closely following up on this and soon you'll… https://t.co/xlvrlLC2ti
ShubhashishBan5,Behind every fearless player is a fearless coach who refused to let them be anything but the best they can be.… https://t.co/SYzsAIBmw4
sanjay_kalirona,"@gizmoreindia #gizfit #slate #Smartwatch , complete health detailing on watch #newagefitness #Flipkart #snapdeal https://t.co/YhNapANw4c"
I_U_See,"Met the OG in the house of red for a 15 mins discussion
@1kunalbahl 

#snapdeal #founders https://t.co/O2qjCYGpCP"
kundaltalkies,What did we achieve by banning #TikTok when #Paytm #OLA #Snapdeal #Flipkart #Xiaomi #OPPO #VIVO etc are running business seamlessly?
basicnik1798,"RT @SarojAlok88: @1kunalbahl @snapdeal Last year a Snapdeal shipment containing mobile worth Rs 13,999/- Rs was sent through E-kart logisti…"
mayankmundra97,"RT @SarojAlok88: @1kunalbahl @snapdeal Last year a Snapdeal shipment containing mobile worth Rs 13,999/- Rs was sent through E-kart logisti…"
Khushwant2808,RT @SarojAlok88: @flipkartsupport I need the status of my shipment. Third party courier assigned by Snapdeal was ekart logistics. Ekart is…
Krishna14Neha,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
subhransu1910,"RT @SarojAlok88: @1kunalbahl @snapdeal Last year a Snapdeal shipment containing mobile worth Rs 13,999/- Rs was sent through E-kart logisti…"
unlisted_bot,"RT @SarojAlok88: @1kunalbahl @snapdeal Last year a Snapdeal shipment containing mobile worth Rs 13,999/- Rs was sent through E-kart logisti…"
Snapdeal_Help,@SarojAlok88 We tried contacting you unfortunately calls went unanswered. Kindly share an alternate number via priv… https://t.co/4SFn3YwOED
SarojAlok88,@Snapdeal_Help Your seller support is of name only. If you can't understand the issue then how can you provide reso… https://t.co/f85dypCHRO
Manish10721725,"@Anushreejain427 Idea mattersor to whom you are making fool( Investors) matters most
Season gaya fool banne ka
Look… https://t.co/KRgvjT30ga"
Snapdeal_Help,@ManishY85930861 We've escalated this to our team &amp; we’ll update you on this asap. Thanks! Sia
ManishY85930861,@Snapdeal_Help But they are not ready to understand what I explained to them. They are fixed on one line that that'… https://t.co/IWdMJGmROG
ManishY85930861,@Snapdeal_Help The team has connected but said that these cannot be enabled because they are duplicate listings and… https://t.co/CSxEVsv7BH
Snapdeal_Help,"@ManishY85930861 Very sorry for the inconvenience caused, I’ve shared this with my team. We'll connect with you soo… https://t.co/oddGNTeN7O"
CustomerAwarens,RT @SarojAlok88: @flipkartsupport I need the status of my shipment. Third party courier assigned by Snapdeal was ekart logistics. Ekart is…
ManishY85930861,@Snapdeal_Help My listing is disabled and I have also raised query regarding this but still my listing is not enabl… https://t.co/BI4pw42YMU
gola_ranjana,@snapdeal 3din se pagal banarahe ho pik up nhi horaha mere refund do
Snapdeal_Help,@vinod10031981 We're working to get this resolved on priority. Appreciate your patience. Thanks! Ashi
Snapdeal_Help,"@TRICKYCHARTS We understand your concern here. Be assured, we're closely following up on this and will surely get b… https://t.co/bogDr3Z3kx"
Snapdeal_Help,@random_dude6_9 Hi! Thanks for contacting us. We would like to inform you that Snapdeal does not have any sort of a… https://t.co/nuh6rrFeoS
_d_sailor,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,"@SarojAlok88 We tried reaching out to you, but couldn't get through despite our best efforts. Therefore, we request… https://t.co/5cTq5q186K"
DrFahimSayyad1,"#snapdeal
#Ekart
its hight if fraud....
no one contact me yet
from 23/6/22 https://t.co/wTPOIkZrw7"
ankitrhythm,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
DrFahimSayyad1,"its a hight of fraud...
no one contact me till 23/6/22
#snapdeal
#bycottsnapdeal https://t.co/unrGXunjeA"
SarojAlok88,@flipkartsupport I need the status of my shipment. Third party courier assigned by Snapdeal was ekart logistics. Ek… https://t.co/eIgxZtmRw9
Snapdeal_Help,@TRICKYCHARTS We always request our customers to never share their personal details publicly as our page is visible… https://t.co/CL5LmzcFSS
Snapdeal_Help,@TRICKYCHARTS Hi! So sorry to disappoint you. I’ve shared this with my team. We'll connect with you soon regarding this. Thanks! Sia
Gautamtanwarind,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ParthVa53135321,"Which shopping app do you all use . Just out of curiosity
@amazonIN @Flipkart @snapdeal @TataCLiQ #onlineshopping"
PiiuProducts,"𝒀𝑶𝑼 𝑫𝑬𝑺𝑬𝑹𝑽𝑬 𝑻𝑶 𝑯𝑨𝑽𝑬 𝑪𝑶𝑴𝑭𝑶𝑹𝑻𝑨𝑩𝑳𝑬 𝑷𝑬𝑹𝑰𝑶𝑫𝑺
FOR ONLINE PURCHASE : https://t.co/e56eoufVRc
Also Available on Amazon, Fli… https://t.co/c0X31PK8q4"
Snapdeal_Help,@Supriya93867625 Request you to share the order ID by clicking on the below link so that we can have this checked a… https://t.co/29GpMRit9L
Supriya93867625,@Snapdeal_Help If  you guys will not take the same order return back I can mail to the modi or consumer to close this sanpdeal website
asivasankar75,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Supriya93867625,@Snapdeal_Help Why guys r not able to take the same products if what image I can share with you
Supriya93867625,@Snapdeal_Help What kind of service you are providing you have issue to take same product
Souravheisen,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,"@Supriya93867625 Hi! Apologies for this experience, please reach out to us via Private Message to share your order… https://t.co/f0qLH7oi0Y"
Snapdeal_Help,@Supriya93867625 Hi! We always request our customers to never share their personal details publicly as our page is… https://t.co/D4Y5ct0e6B
Snapdeal_Help,@lalit1010 Hi! Glad to assist you. Thanks! Aditya
Supriya93867625,8982277209 kindly close this snapdeal fake company
Supriya93867625,"@Snapdeal_Help @snapdeal @consumercourtt @jagograhakjago @narendramodi 

I am highly disappointed with services of… https://t.co/JKtVxUBwSs"
raghuragi,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Dikshitsdoshi,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
PannuGanganagar,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
tarunp_in,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ThirupathiINC,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
racshr89,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
lastride30,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
rachitseth,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
akhshay_singh,"@flipkartsupport which version is correct? Flipcart has lost the crediblity, you are going to be next Snapdeal if you harash the customer ."
Kabir39408042,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
sukandaraj,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
shotrite,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
visilante10,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,@satishk73846287 I've shared this with my team. We'll connect with you soon regarding this. Thanks! Aditya
sadasemb,"RT @snapdeal: The perfect kitchen is just a 'buy now' away 😎 Head to #Snapdeal and shop now!

#HomeAndKitchenMela #Home #Kitchen #Deals #Mu…"
satishk73846287,@Snapdeal_Help Two days before also i contacted you reply from your side was it will be delivered today ...today i… https://t.co/e0MrnL2fb8
Snapdeal_Help,@paudha_wala So sorry to disappoint you. I'll get this checked and have my team contact you soon. Thanks! Ashi
paudha_wala,"@snapdeal  THE WORST MARKETPLACE EVER
LOOTING SELLERS WITH 300% PENALTY ON CANCELLED ORDERS VERY GOOD KEEP EARNING… https://t.co/hkP9CCXuiX"
nidaedu,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
choyyan,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,@GSTWITHGAWESHN1 Really sorry for the unpleasant experience. This shouldn't have happened. We'll ensure that this i… https://t.co/KR7BBCZjgg
GSTWITHGAWESHN1,"@snapdeal refused to return the parcel, as per the policy return can be made till 29th of june, but they refused to… https://t.co/GJVGfEeFfe"
Manojj_Vyas,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Vegg_Biryani,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,@satishk73846287 Hi! Sorry for the inconvenience caused to you. Your order will be delivered by today. Kindly wait… https://t.co/0Q7dZsYTAu
satishk73846287,"@Snapdeal_Help Dear Snapdeal,
We already discussed ...where is the delivery of the product ...today is 29th june"
Snapdeal_Help,@Rajeshgautam33 Please allow us some time. We will connect with you at the earliest and help you out. Thanks! Sam
AmanAgr69871676,RT @brijeshkumar_in: #Flipkart is selling fake products. Look at the their customer service. My return request was cancelled for 6 times. S…
Snapdeal_Help,@Rajeshgautam33 I've asked my team to connect with you on your number. Please allow us some time. Thanks! Sam
Snapdeal_Help,@SarojAlok88 I've asked my team to connect with you on your number. Please allow us some time. Thanks! Sam
Snapdeal_Help,"@Rajeshgautam33 Hi! Very sorry for the inconvenience caused, we've noted down the order ID &amp; I'll get this checked… https://t.co/zjLi23S77F"
Snapdeal_Help,@Rajeshgautam33 Hi! We always request our customers to never share their personal details publicly as our page is v… https://t.co/u7UuDwa3Ez
SarojAlok88,"No help from your end. @1kunalbahl @Snapdeal_Help @snapdeal 13,999/- Rs shipment lost. You are not listening to my… https://t.co/dljMjv2V6O"
snapdeal,"The perfect kitchen is just a 'buy now' away 😎 Head to #Snapdeal and shop now!

#HomeAndKitchenMela #Home #Kitchen… https://t.co/Mqrv4fSJIm"
pmg987,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
SelfieReliant,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
hashashinavar,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,@amartinjohn Hi! We have already suggested you wait till the mentioned time frame and we will ensure to get this re… https://t.co/G9Kp8eXl2f
amartinjohn,"@snapdeal @Snapdeal_Help Shbubham Tyagi from social media team called me and was of not that great help, never thou… https://t.co/TFlSzZhpSF"
Consumerforum3,@Snapdeal_Help You can call me Now I am available
Consumerforum3,@Snapdeal_Help @Consumerforum3 @Snapdeal_Help I have not received any call
subbu87650,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
snapdealdiaries,Nitya is the perfect example of maintaining a work-life balance. Hitting the gym every day is her destress dose. Ta… https://t.co/RhfuuHFijR
sammaitomoha,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
diz_z_riya,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
CASaddamKhan9,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
antopraveen1,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
KapaiPradeep,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
crahul04,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,@VishalD_jaunpur Thank you for sharing your experience with us.
Seek_Err_redux,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
jackiekhurana,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
KeiKawus,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
DigitalSheik,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
SivaCnu,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,"@amartinjohn Hi! So sorry to disappoint you, this is not the usual us. Please “Private Message” your order ID by cl… https://t.co/TI1capa7Q4"
amartinjohn,@snapdeal @Snapdeal_Help your service sucks.. u r guys don't know anything about customer service and deny help.. e… https://t.co/3jISmuFPWD
SURESHVALUER,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Souls_Seoul,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
cool_bindra,"RT @gizmoreindia: If you are looking for a #Smartwatch which is fashionable, feature-rich and still easy on pocket, Gizfit Slate is the one…"
torquetive,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
talwardev1,"RT @gizmoreindia: If you are looking for a #Smartwatch which is fashionable, feature-rich and still easy on pocket, Gizfit Slate is the one…"
sahdevsays,"Dear Indian sisters and brothers! boycott all products,shops, services related to muzulumis .
In past we've done it… https://t.co/pv4EIxtxiC"
thehitmanranjan,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
bhaavajeevi,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
akshyVB,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
alishaif12345,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
AdvHrishiSpeaks,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
sanjay_kalirona,"RT @gizmoreindia: If you are looking for a #Smartwatch which is fashionable, feature-rich and still easy on pocket, Gizfit Slate is the one…"
SANJOYOJHA,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Manish_G12,"RT @gizmoreindia: If you are looking for a #Smartwatch which is fashionable, feature-rich and still easy on pocket, Gizfit Slate is the one…"
demockry,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
iambillytweety,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
DinosaurLast,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
naufal1986,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
spccmvjc,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
MuniswamyBoopa4,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
abhishekatlarge,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Sarfara32974539,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Riyadenny,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
tycoone7,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
kamarajdisciple,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
JohnRayhan,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Benlita_Pinto,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ajeetweets,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
daloveofpeople1,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
ranjitb4u,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
lil_muzammil,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Vicram2014,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
shoaibisonline,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Shinde24041,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
shlndrkmr,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
bbjthespectator,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Newtons3rd_law,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Naamhaibulla,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
rangeen_jalebi,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
SAB89090932,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
KayUmeed,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Snapdeal_Help,@SnehalS66132699 We value the importance of your concern. We’re working on the issue &amp; shall update you on this. Thanks! Sia
SnehalS66132699,@Snapdeal_Help @snapdeal @1kunalbahl No wonder people are choosing @amazonIN @Flipkart and other options. It was ju… https://t.co/rTbeu1aIz4
NaserKhan9,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
brijeshkumar_in,#Flipkart is selling fake products. Look at the their customer service. My return request was cancelled for 6 times… https://t.co/KQfFgbQ8ir
toshjoshi,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
terrraform,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Tijo_Kozhikode,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
gizmoreindia,"If you are looking for a #Smartwatch which is fashionable, feature-rich and still easy on pocket, Gizfit Slate is t… https://t.co/6ZwiVEWE5C"
RS15847inc,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
DayalBean,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
SpreadLoveCare,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
rmary3862,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
NaidGorle,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
MRtooPM,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
UdumalaiR,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
PhaugatShivani,"Anup Vikal joins Essar Oil as CFO  #leadersdhip #CFOMoves #appointments #merger #management #acquisition
@snapdeal… https://t.co/oZlR1Dzpiz"
vishaljadav9780,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
happyoye,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
Senapathii_,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
NeetaSh31043935,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
dietznori1710,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
AlAkBseth,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
CollinsJais,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
advats,"RT @Sky9_8: When you don't know the facts

Paytm 2010
Byjus  2011
Oyo 2013
Ola 2010
Swiggy 2014
Delhivery 2011
Bigbasket 2011
Grofers 2013…"
